timestamp,product_name,supplier_id,warehouse_id,route_type,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,traffic_congestion_level,weather_condition_severity,shipping_costs,lead_time_days,eta_variation_hours,route_risk_level,delay_probability,risk_classification,delivery_time_deviation
2023-01-08 00:00:00,Rice,SUP002,WH004,Sea,30.125386,-112.091177,9.99,8,6,4696,4,2.75,6,0.84,Medium,7.17
2023-01-08 03:00:00,Paracetamol,SUP003,WH002,Sea,36.368787,-101.246846,7.75,5,6,4938,5,2.24,7,0.0,Low,9.8
2023-01-08 06:00:00,Laptop,SUP001,WH002,Air,20.197065,-70.780279,6.07,6,1,4160,7,4.11,9,0.51,High,9.11
2023-01-08 09:00:00,Rice,SUP001,WH001,Air,30.669673,-113.07959,6.84,10,4,1954,4,4.06,2,0.57,High,9.01
2023-01-08 12:00:00,Milk,SUP003,WH004,Road,34.648292,-75.048795,8.51,2,10,3630,4,0.19,10,0.38,Low,9.06
2023-01-08 15:00:00,Mobile Phone,SUP003,WH004,Air,47.907383,-113.972974,8.85,10,1,3596,7,1.91,5,0.52,Medium,4.48
2023-01-08 18:00:00,Rice,SUP003,WH002,Road,21.515594,-83.421071,6.96,8,10,3356,6,0.45,7,0.29,Medium,-0.22
2023-01-08 21:00:00,Mobile Phone,SUP001,WH004,Sea,42.359451,-92.59238,6.31,7,9,2779,7,0.65,3,0.48,Low,3.85
2023-01-09 00:00:00,Laptop,SUP002,WH002,Road,22.149319,-81.161405,6.62,10,2,1460,7,2.07,6,0.35,Medium,2.13
2023-01-09 03:00:00,Milk,SUP003,WH002,Air,38.48663,-70.492041,7.21,3,8,1183,3,1.0,6,0.16,High,8.23
2023-01-09 06:00:00,Milk,SUP001,WH002,Sea,47.801891,-76.562382,9.1,1,6,3841,2,1.53,8,0.02,Low,6.88
2023-01-09 09:00:00,Rice,SUP002,WH003,Sea,34.49079,-83.503821,5.71,1,7,3387,7,2.63,5,0.17,Medium,0.41
2023-01-09 12:00:00,Laptop,SUP003,WH001,Air,39.642736,-119.583291,6.94,5,6,4540,2,0.1,7,0.23,Medium,4.1
2023-01-09 15:00:00,Milk,SUP003,WH004,Sea,35.946819,-110.679131,7.5,8,9,4794,7,0.11,4,0.92,Medium,2.0
2023-01-09 18:00:00,Paracetamol,SUP002,WH001,Air,40.529341,-102.231093,6.51,9,5,4325,2,3.13,7,0.89,Low,9.33
2023-01-09 21:00:00,Mobile Phone,SUP002,WH002,Air,46.915259,-87.153412,5.44,7,9,4934,7,3.06,4,0.42,High,-0.17
2023-01-10 00:00:00,Mobile Phone,SUP003,WH004,Sea,23.953164,-87.376368,7.91,4,3,2265,7,3.53,9,0.91,Medium,9.95
2023-01-10 03:00:00,Rice,SUP002,WH003,Road,36.720209,-72.569922,5.59,6,3,3978,2,3.83,7,0.96,Medium,3.32
2023-01-10 06:00:00,Mobile Phone,SUP002,WH002,Road,23.946376,-118.690089,9.93,10,5,3480,6,3.06,10,0.23,High,-1.69
2023-01-10 09:00:00,Milk,SUP004,WH002,Sea,45.384147,-96.561825,8.25,3,7,3012,5,0.69,4,0.23,Medium,7.17
2023-01-10 12:00:00,Milk,SUP003,WH004,Road,42.271,-70.587829,8.79,2,3,4797,5,4.34,8,0.69,Medium,8.65
2023-01-10 15:00:00,Paracetamol,SUP004,WH001,Sea,42.059953,-100.981292,6.56,10,10,3432,6,2.63,1,0.52,Medium,3.48
2023-01-10 18:00:00,Milk,SUP002,WH004,Sea,21.177549,-100.630107,8.83,1,4,2192,5,1.99,5,0.77,Medium,3.54
2023-01-10 21:00:00,Paracetamol,SUP003,WH001,Sea,35.50909,-112.888019,9.15,8,2,3959,6,0.57,10,0.94,High,4.56
2023-01-11 00:00:00,Paracetamol,SUP004,WH003,Air,20.747363,-97.315963,9.48,4,8,1369,4,1.62,3,0.72,Low,-0.91
2023-01-11 03:00:00,Paracetamol,SUP003,WH001,Sea,41.218374,-83.656308,9.88,10,3,2551,6,1.9,3,0.91,High,8.46
2023-01-11 06:00:00,Rice,SUP002,WH002,Road,43.074704,-117.434475,6.54,8,5,3565,3,0.59,3,0.96,Low,5.47
2023-01-11 09:00:00,Mobile Phone,SUP001,WH004,Air,45.662332,-92.824942,5.03,8,4,1888,6,3.3,8,0.41,Low,5.21
2023-01-11 12:00:00,Milk,SUP002,WH003,Sea,38.859063,-78.99393,6.04,3,3,1225,7,1.75,3,0.85,High,4.94
2023-01-11 15:00:00,Laptop,SUP003,WH003,Road,21.470941,-99.152154,5.89,5,10,3707,7,3.5,10,0.79,Low,9.6
2023-01-11 18:00:00,Laptop,SUP003,WH001,Road,43.055359,-103.858907,9.49,2,7,4454,6,0.32,8,0.13,High,8.31
2023-01-11 21:00:00,Mobile Phone,SUP004,WH002,Sea,26.271529,-117.090771,7.86,9,2,2981,7,3.44,5,0.43,Medium,1.12
2023-01-12 00:00:00,Laptop,SUP003,WH002,Sea,36.87903,-94.01471,8.16,8,3,4619,6,1.16,5,0.98,Low,-0.58
2023-01-12 03:00:00,Paracetamol,SUP001,WH002,Sea,49.96961,-99.297943,6.67,9,4,1046,7,1.01,5,0.25,Low,1.69
2023-01-12 06:00:00,Laptop,SUP003,WH001,Road,40.575074,-102.931921,8.62,10,1,4408,3,0.97,6,0.92,Medium,8.99
2023-01-12 09:00:00,Milk,SUP002,WH004,Road,38.816015,-75.397084,7.68,6,8,4211,5,4.64,1,0.84,Medium,4.78
2023-01-12 12:00:00,Mobile Phone,SUP001,WH002,Sea,40.564799,-80.023233,9.44,6,2,4971,3,1.4,1,0.34,Medium,5.52
2023-01-12 15:00:00,Rice,SUP004,WH002,Sea,23.505339,-80.882803,6.54,6,1,2112,5,0.43,4,0.37,Medium,0.59
2023-01-12 18:00:00,Mobile Phone,SUP002,WH001,Air,43.548319,-81.11048,9.57,8,9,1102,5,4.52,3,0.19,Medium,6.79
2023-01-12 21:00:00,Laptop,SUP003,WH003,Road,43.084442,-115.087422,9.91,9,3,1840,7,0.18,7,0.71,High,-0.61
2023-01-13 00:00:00,Mobile Phone,SUP001,WH001,Air,34.006277,-117.693011,7.6,5,1,3365,4,3.19,4,0.32,Low,1.44
2023-01-13 03:00:00,Laptop,SUP003,WH004,Sea,23.529525,-112.533964,6.37,1,10,3292,6,0.51,9,0.35,Medium,1.25
2023-01-13 06:00:00,Mobile Phone,SUP002,WH002,Road,29.341327,-75.387845,7.7,1,3,1118,5,4.52,1,0.11,Low,-0.97
2023-01-13 09:00:00,Paracetamol,SUP002,WH004,Sea,30.668729,-103.383395,5.99,9,2,4988,5,2.84,2,0.81,High,3.62
2023-01-13 12:00:00,Paracetamol,SUP003,WH004,Air,26.950826,-108.810277,9.31,10,5,4739,4,1.96,6,0.79,Medium,3.44
2023-01-13 15:00:00,Milk,SUP001,WH004,Road,30.543225,-96.937916,5.85,6,10,3353,3,2.54,7,0.82,Low,1.91
2023-01-13 18:00:00,Milk,SUP003,WH004,Air,37.716079,-108.071235,6.22,3,8,2572,2,1.7,10,0.43,Medium,4.81
2023-01-13 21:00:00,Mobile Phone,SUP002,WH002,Sea,40.088156,-83.031648,8.56,8,2,3425,6,2.31,9,0.1,Medium,0.11
2023-01-14 00:00:00,Paracetamol,SUP001,WH001,Sea,44.422002,-81.432831,6.89,8,1,1370,3,4.09,10,0.9,High,7.72
2023-01-14 03:00:00,Rice,SUP002,WH004,Sea,28.745098,-89.221392,7.24,4,6,2227,6,3.97,5,0.92,Medium,6.61
2023-01-14 06:00:00,Mobile Phone,SUP001,WH001,Sea,49.592649,-99.790129,5.64,5,1,2512,6,4.84,1,0.7,Medium,-0.68
2023-01-14 09:00:00,Mobile Phone,SUP001,WH002,Air,41.066656,-100.286584,6.59,7,7,2562,5,2.73,3,0.47,Low,4.67
2023-01-14 12:00:00,Mobile Phone,SUP004,WH002,Air,49.923681,-86.496696,5.67,2,1,1589,7,4.42,7,0.97,Low,-0.98
2023-01-14 15:00:00,Paracetamol,SUP004,WH004,Sea,25.393921,-94.529254,7.76,8,7,2455,3,0.93,10,0.01,Medium,8.16
2023-01-14 18:00:00,Rice,SUP003,WH004,Sea,37.290571,-118.326906,5.19,8,6,1463,6,2.41,2,0.14,High,4.32
2023-01-14 21:00:00,Mobile Phone,SUP004,WH001,Sea,46.697464,-115.577682,7.36,2,9,4269,6,1.56,1,0.9,High,7.34
2023-01-15 00:00:00,Paracetamol,SUP004,WH004,Sea,42.014436,-98.949195,9.8,5,5,1686,2,3.48,10,0.75,High,7.42
2023-01-15 03:00:00,Mobile Phone,SUP001,WH004,Sea,25.072377,-117.419006,9.95,10,1,2174,5,0.41,9,0.08,Medium,1.02
2023-01-15 06:00:00,Laptop,SUP003,WH003,Air,20.42609,-114.42253,5.87,10,3,3699,5,1.85,3,0.26,High,0.83
2023-01-15 09:00:00,Rice,SUP001,WH003,Road,49.020369,-90.222795,9.11,8,7,4155,5,1.19,8,0.73,Low,0.53
2023-01-15 12:00:00,Mobile Phone,SUP001,WH003,Road,21.575696,-96.799254,7.38,8,9,1957,5,3.42,7,0.47,Low,4.37
2023-01-15 15:00:00,Paracetamol,SUP001,WH003,Air,31.460123,-104.215569,7.65,1,2,4758,6,3.19,7,0.61,High,8.3
2023-01-15 18:00:00,Mobile Phone,SUP003,WH003,Road,27.660318,-90.791158,7.31,4,10,4155,3,2.6,3,0.31,Low,6.07
2023-01-15 21:00:00,Milk,SUP001,WH004,Road,35.757928,-85.725022,6.76,5,5,1790,2,0.12,2,0.06,High,5.88
2023-01-16 00:00:00,Rice,SUP001,WH001,Road,45.693225,-113.504637,8.28,10,3,4670,2,3.48,5,0.29,High,9.23
2023-01-16 03:00:00,Paracetamol,SUP003,WH004,Sea,47.101745,-81.505975,6.62,3,2,2135,2,1.91,6,1.0,Medium,9.47
2023-01-16 06:00:00,Mobile Phone,SUP002,WH004,Road,34.751654,-73.570685,8.05,3,8,1444,3,2.7,7,0.22,High,-0.73
2023-01-16 09:00:00,Paracetamol,SUP003,WH001,Road,22.187585,-91.432772,6.25,8,1,4672,5,0.74,1,0.93,High,2.69
2023-01-16 12:00:00,Rice,SUP003,WH004,Sea,20.111113,-84.619717,8.85,8,7,2654,7,3.9,2,0.54,Low,2.61
2023-01-16 15:00:00,Paracetamol,SUP001,WH003,Air,40.455072,-99.96926,8.16,2,6,3189,4,0.4,8,0.76,Medium,5.77
2023-01-16 18:00:00,Rice,SUP001,WH004,Sea,25.730095,-85.205886,9.48,6,8,1347,7,2.19,4,0.14,Low,-1.7
2023-01-16 21:00:00,Laptop,SUP002,WH004,Air,21.889779,-92.972398,6.54,9,8,4959,2,0.19,1,0.34,High,-1.49
2023-01-17 00:00:00,Milk,SUP002,WH004,Sea,46.106001,-93.17193,8.71,4,2,1151,7,0.71,1,0.47,High,-1.45
2023-01-17 03:00:00,Rice,SUP001,WH002,Sea,21.49874,-104.633133,8.97,8,10,1699,6,0.32,2,0.11,High,7.59
2023-01-17 06:00:00,Rice,SUP001,WH002,Air,30.120293,-78.205203,8.69,7,6,1494,7,2.88,3,0.32,Low,7.17
2023-01-17 09:00:00,Laptop,SUP002,WH003,Road,23.622365,-112.93816,7.08,6,9,1675,5,1.22,10,0.04,Low,7.49
2023-01-17 12:00:00,Laptop,SUP004,WH002,Road,46.388808,-115.96387,5.04,2,10,4632,4,2.08,8,0.69,Low,-0.28
2023-01-17 15:00:00,Mobile Phone,SUP004,WH004,Road,48.142688,-89.473101,5.19,3,8,3506,2,3.14,5,0.35,Low,4.69
2023-01-17 18:00:00,Rice,SUP001,WH001,Sea,30.857039,-81.943588,7.7,4,8,4155,7,3.3,5,0.05,Low,7.56
2023-01-17 21:00:00,Paracetamol,SUP004,WH002,Road,40.104279,-117.84422,8.22,5,4,2780,4,1.67,8,0.04,High,-1.37
2023-01-18 00:00:00,Laptop,SUP002,WH002,Road,34.551842,-114.196746,9.48,8,10,3374,4,2.1,6,0.23,Low,1.91
2023-01-18 03:00:00,Milk,SUP002,WH004,Road,31.265972,-108.966862,7.35,8,1,4647,5,0.72,10,0.45,Medium,2.48
2023-01-18 06:00:00,Paracetamol,SUP002,WH003,Air,26.066327,-113.639412,8.46,1,5,1559,2,4.26,8,0.42,Medium,0.64
2023-01-18 09:00:00,Mobile Phone,SUP002,WH002,Sea,49.104075,-77.249799,5.43,9,8,4531,3,2.96,8,0.28,High,3.14
2023-01-18 12:00:00,Rice,SUP002,WH003,Air,37.384011,-75.408869,7.96,3,10,4679,2,2.09,1,0.04,Medium,6.8
2023-01-18 15:00:00,Laptop,SUP001,WH004,Sea,31.829605,-79.514174,8.48,2,8,3028,3,0.42,1,0.69,Medium,9.4
2023-01-18 18:00:00,Rice,SUP003,WH003,Road,39.429206,-115.463525,7.4,5,3,3880,5,4.29,10,0.02,Medium,3.57
2023-01-18 21:00:00,Rice,SUP004,WH002,Air,38.804329,-84.804897,5.01,2,7,4659,7,1.66,1,0.3,Medium,6.38
2023-01-19 00:00:00,Laptop,SUP002,WH001,Sea,46.425417,-83.211961,5.27,6,1,1454,5,1.83,10,0.04,Medium,0.1
2023-01-19 03:00:00,Laptop,SUP001,WH002,Road,49.437549,-108.068365,5.57,8,10,4568,7,1.05,4,0.32,Medium,4.04
2023-01-19 06:00:00,Paracetamol,SUP003,WH001,Road,31.184413,-97.379468,7.51,2,8,3907,6,3.39,9,0.9,Medium,5.45
2023-01-19 09:00:00,Milk,SUP002,WH004,Road,22.405112,-75.102707,6.44,2,2,1674,4,0.56,3,0.5,Low,4.25
2023-01-19 12:00:00,Milk,SUP003,WH004,Sea,36.243049,-113.398632,6.73,8,1,2194,3,0.31,4,0.83,High,5.74
2023-01-19 15:00:00,Paracetamol,SUP003,WH003,Air,37.800718,-85.156821,9.21,8,8,2245,6,0.66,5,0.17,Medium,0.72
2023-01-19 18:00:00,Mobile Phone,SUP003,WH001,Road,30.593627,-97.203673,5.83,3,9,2168,3,4.87,3,0.16,Low,-1.51
2023-01-19 21:00:00,Mobile Phone,SUP002,WH004,Air,31.090164,-109.742232,8.54,6,6,1605,4,2.24,3,0.53,Low,9.05
2023-01-20 00:00:00,Paracetamol,SUP004,WH002,Air,47.834339,-112.197337,9.85,9,9,2356,7,3.53,8,0.9,High,6.0
2023-01-20 03:00:00,Laptop,SUP004,WH003,Sea,23.369469,-96.050938,5.2,9,2,2261,2,2.01,4,0.45,Low,1.92
2023-01-20 06:00:00,Laptop,SUP002,WH002,Air,25.87147,-115.820522,9.25,2,9,2615,3,2.45,10,0.61,Low,8.9
2023-01-20 09:00:00,Mobile Phone,SUP004,WH002,Sea,45.614122,-101.518502,6.86,5,6,2439,4,4.89,9,0.09,High,8.65
2023-01-20 12:00:00,Paracetamol,SUP004,WH003,Road,44.170184,-71.481966,7.12,7,3,4422,6,2.99,3,0.21,Medium,9.86
2023-01-20 15:00:00,Laptop,SUP003,WH001,Sea,42.683422,-115.577586,7.05,5,7,1716,6,2.31,10,0.76,Low,0.39
2023-01-20 18:00:00,Paracetamol,SUP003,WH004,Road,44.683977,-104.900355,7.93,8,9,4030,5,1.12,1,0.15,Medium,9.47
2023-01-20 21:00:00,Paracetamol,SUP001,WH003,Air,25.381169,-74.66034,8.22,1,2,4132,4,2.47,2,0.6,Medium,4.97
2023-01-21 00:00:00,Laptop,SUP004,WH003,Sea,40.577385,-71.287063,9.09,6,9,4002,6,0.09,5,0.16,Low,-0.25
2023-01-21 03:00:00,Paracetamol,SUP002,WH003,Road,21.58665,-101.941828,8.18,6,1,2187,4,2.65,2,0.51,High,0.2
2023-01-21 06:00:00,Milk,SUP002,WH003,Air,44.80466,-85.751642,6.51,6,2,3188,6,1.76,3,0.01,High,1.38
2023-01-21 09:00:00,Paracetamol,SUP004,WH003,Road,23.072536,-112.272254,6.11,4,9,3512,7,4.16,9,0.85,High,4.61
2023-01-21 12:00:00,Milk,SUP004,WH004,Road,23.49697,-113.438392,5.09,6,5,3830,4,0.7,8,0.89,High,4.28
2023-01-21 15:00:00,Mobile Phone,SUP002,WH003,Road,42.333806,-114.070155,5.64,3,4,2259,3,1.05,2,0.42,Low,-1.07
2023-01-21 18:00:00,Paracetamol,SUP004,WH001,Road,23.234521,-80.347241,7.57,1,8,1487,4,0.22,5,0.67,Low,7.39
2023-01-21 21:00:00,Laptop,SUP002,WH002,Road,40.118019,-118.537044,5.73,5,10,2424,4,0.8,9,0.78,High,0.9
2023-01-22 00:00:00,Laptop,SUP001,WH001,Sea,42.897321,-93.558063,8.58,5,3,4693,6,0.02,2,0.92,High,8.22
2023-01-22 03:00:00,Paracetamol,SUP003,WH002,Air,40.205771,-114.633775,9.17,7,7,1877,6,1.14,2,0.76,Medium,-0.52
2023-01-22 06:00:00,Milk,SUP002,WH004,Air,41.141927,-92.143394,5.2,6,8,1473,5,1.42,10,0.74,High,9.71
2023-01-22 09:00:00,Paracetamol,SUP002,WH004,Air,49.54887,-98.601917,9.28,8,6,1734,2,4.99,8,0.67,Medium,3.26
2023-01-22 12:00:00,Milk,SUP001,WH002,Air,32.018729,-90.472138,5.51,3,2,2489,3,1.69,10,0.84,Medium,-0.53
2023-01-22 15:00:00,Paracetamol,SUP004,WH003,Sea,42.979165,-90.317501,8.78,7,6,2948,7,3.02,7,0.99,High,1.35
2023-01-22 18:00:00,Paracetamol,SUP001,WH001,Air,34.680241,-108.45891,9.71,1,2,4022,2,4.15,8,0.68,Low,2.59
2023-01-22 21:00:00,Mobile Phone,SUP002,WH003,Sea,38.696979,-81.991428,8.31,9,8,4247,5,1.01,8,0.49,Medium,4.51
2023-01-23 00:00:00,Laptop,SUP001,WH001,Air,46.40377,-114.043295,7.25,7,8,2882,2,0.16,9,0.66,Medium,8.62
2023-01-23 03:00:00,Rice,SUP004,WH004,Road,29.37379,-100.545975,8.82,10,8,3703,6,3.43,10,0.47,High,8.25
2023-01-23 06:00:00,Laptop,SUP001,WH004,Air,34.840734,-71.456462,8.08,6,5,2312,2,0.14,1,0.13,Medium,2.19
2023-01-23 09:00:00,Laptop,SUP001,WH003,Air,22.920501,-102.742849,6.79,6,1,3708,3,1.24,5,0.59,High,-1.21
2023-01-23 12:00:00,Mobile Phone,SUP001,WH003,Road,20.59136,-103.694158,7.3,7,10,3108,5,1.33,8,0.59,Medium,2.53
2023-01-23 15:00:00,Paracetamol,SUP003,WH001,Air,23.0017,-86.244435,6.68,9,6,1682,6,1.5,7,0.2,High,8.17
2023-01-23 18:00:00,Milk,SUP002,WH003,Air,21.425941,-70.188615,7.01,4,10,4042,2,3.59,10,0.09,Medium,1.28
2023-01-23 21:00:00,Laptop,SUP004,WH004,Road,30.419495,-116.16692,9.12,9,5,2773,7,2.7,4,0.41,Medium,5.5
2023-01-24 00:00:00,Paracetamol,SUP002,WH001,Sea,41.099949,-76.86451,7.88,4,8,2097,7,2.66,10,0.85,Medium,9.22
2023-01-24 03:00:00,Milk,SUP002,WH003,Air,24.432311,-112.476367,8.43,5,7,2680,4,4.3,2,0.63,Medium,1.2
2023-01-24 06:00:00,Mobile Phone,SUP002,WH003,Sea,38.036968,-99.706703,5.57,4,1,2005,4,2.32,9,0.99,Medium,5.76
2023-01-24 09:00:00,Milk,SUP002,WH002,Air,24.092919,-107.080158,9.02,9,3,3639,2,4.82,8,0.78,Low,8.32
2023-01-24 12:00:00,Milk,SUP003,WH003,Road,47.017247,-99.649657,6.82,2,7,4863,7,4.21,4,0.11,High,4.0
2023-01-24 15:00:00,Milk,SUP003,WH004,Road,27.142306,-113.886158,9.03,6,10,4019,5,4.03,4,0.94,Low,-0.27
